word count
autoriams 14 
autoįvykių 14 
aukcionų 14 
augintojų 14 
auginimas 14 
auditus 14 
atstumų 14 
atstovaujami 14 
atskaitymus 14 
atsispirti 14 
atsiskaitymų 14 
atsisakiau 14 
atsisakėte 14 
atsiėmiau 14 
atsargos 14 
atsakymais 14 
atsakome 14 
atsainiai 14 
atpigs 14 
atnaujintų 14 
atmestume 14 
atmestos 14 
atmes 14 
atlikęs 14 
atleido 14 
atkūrus 14 
atkuriamos 14 
atkreiptume 14 
atitinkančių 14 
atitinkamomis 14 
atiteko 14 
atiduotų 14 
atidėkime 14 
atėmus 14 
aštuoniolika 14 
ašaras 14 
asamblėjų 14 
arvydų 14 
artėjančių 14 
argumentuotas 14 
argumentuoja 14 
argumentacijos 14 
areštuoti 14 
areštu 14 
archyve 14 
archyvas 14 
apyskaitų 14 
apylinkę 14 
apygardas 14 
apygardų 14 
aptariamas 14 
aptarę 14 
apsvarstytume 14 
apskaičiuojama 14 
aprobuotas 14 
aprobuota 14 
apociui 14 
aplankyti 14 
apaulausku 14 
antrinę 14 
antradieniais 14 
ankstyvų 14 
anglijos 14 
analogiško 14 
analizuojama 14 
amortizuoti 14 
amatulų 14 
alumi 14 
algirdų 14 
aktyvumų 14 
akcininko 14 
akcentus 14 
akcentuojate 14 
akcentuojamas 14 
aiškinimas 14 
agituoja 14 
agentūrų 14 
advokatų 14 
adolfo 14 
administratoriui 14 
adekvatus 14 
zonose 13 
vystymasis 13 
vyriausieji 13 
vynas 13 
vykdomai 13 
vstankevičius 13 
vkarbauskio 13 
vizos 13 
vizų 13 
viršūnių 13 
vietiniams 13 
viešuosiuose 13 
viešuoju 13 
vienkartinę 13 
vidurkiu 13 
vidinį 13 
viceministrė 13 
vgreičiumi 13 
vetuodamas 13 
vertinome 13 
vėlesnis 13 
veiksmingas 13 
veido 13 
veidas 13 
vartotojais 13 
vartojame 13 
vargti 13 
valeknaitėsabramikienės 13 
valandai 13 
vakarinį 13 
vakarai 13 
vajus 13 
vaistininkas 13 
vaistininkai 13 
vaistinėse 13 
vaikystės 13 
vadovausis 13 
vadovaujamoje 13 
vadovaujamų 13 
vadintume 13 
vadintis 13 
vadinamos 13 
uzurpuoti 13 
tvyro 13 
tvoros 13 
tvirtu 13 
tvirtinamos 13 
tvirti 13 
tvarkys 13 
turo 13 
turizmų 13 
turėtumėt 13 
turėjusi 13 
tūkstančiu 13 
tūkstančiais 13 
trupučiukų 13 
truktų 13 
trigalvio 13 
trečiame 13 
trečiajai 13 
trečdalių 13 
transatlantinės 13 
tolerancija 13 
tobulinimui 13 
tobulai 13 
tiriama 13 
tikrumo 13 
tiesmukai 13 
teroristų 13 
teritorijai 13 
tėra 13 
tepadeda 13 
tempų 13 
tempu 13 
televizijas 13 
teisų 13 
teiktos 13 
teatrai 13 
tautiečių 13 
taršų 13 
tarptautinei 13 
tarpininko 13 
tariamasi 13 
tapau 13 
taktikų 13 
taksi 13 
svyruoja 13 
šviesų 13 
sviestuotas 13 
šviesos 13 
sveikindamas 13 
sveikina 13 
svečius 13 
svarų 13 
svarbioje 13 
svajonė 13 
sutrukdyti 13 
suteikdami 13 
sustojome 13 
sustiprins 13 
sustabdomas 13 
sustabdo 13 
suskystintų 13 
suskaldyti 13 
susitarimuose 13 
susirūpino 13 
susirinkusius 13 
susirinkus 13 
surinktas 13 
suredaguotų 13 
suprasite 13 
supranti 13 
suplanavę 13 
sunkiomis 13 
sumetimų 13 
sukuriant 13 
sukeltas 13 
sukeliame 13 
sukaupę 13 
sukaupė 13 
sujungtų 13 
sugyventinių 13 
sugebėjimas 13 
sugaišti 13 
suformuos 13 
suformuluotų 13 
suėmimas 13 
suderinamumo 13 
sudarymu 13 
subalansuotos 13 
studentui 13 
stuburų 13 
strateginiu 13 
strategijų 13 
stovyklos 13 
stovėjau 13 
stojome 13 
stichinių 13 
steigėjos 13 
stebuklų 13 
stebėjo 13 
statybose 13 
statybininkai 13 
statutus 13 
statutiškai 13 
statinį 13 
stambus 13 
stabtelti 13 
spėtume 13 
spektras 13 
spaudimu 13 
socializmo 13 
socdemams 13 
smulkmenas 13 
smiltynėje 13 
smegenis 13 
slepia 13 
slaptais 13 
skubų 13 
skolininkui 13 
skolininkų 13 
sklinda 13 
skirtingu 13 
skirstymas 13 
skirstomas 13 
skelbtų 13 
skelbiame 13 
skaudus 13 
skambių 13 
skaičiuoju 13 
skaičiukų 13 
siuntinius 13 
siūlomiems 13 
sirgo 13 
širdis 13 
šiom 13 
šiokių 13 
šimtmečio 13 
simbolika 13 
šilumininkai 13 
silpnai 13 
siekių 13 
siekiančių 13 
siekdamos 13 
sezonui 13 
sesuo 13 
šešiems 13 
serija 13 
serbų 13 
šeimininkai 13 
savigynai 13 
šaunu 13 
šauktinius 13 
saugojimas 13 
saugiklį 13 
saugesni 13 
sanitarinių 13 
sųmonėje 13 
sųmokslo 13 
salių 13 
šakas 13 
sųjūdį 13 
rytinę 13 
ryšiams 13 
rūpinimųsi 13 
rumunijos 13 
rublinius 13 
rolandui 13 
rolandų 13 
rodomas 13 
rodikliais 13 
rinktas 13 
rinkėjų 13 
ribojamos 13 
riaušių 13 
riaušes 13 
rezidentūros 13 
rezidencijos 13 
restorane 13 
restitucijos 13 
replikas 13 
renkamės 13 
rengiau 13 
rengiantis 13 
rengėjas 13 
remiant 13 
religines 13 
religija 13 
reikšmingų 13 
reikalingo 13 
registruotu 13 
registravau 13 
regioniniai 13 
regioninį 13 
redaguojama 13 
realizuojamos 13 
ratifikavusi 13 
rasos 13 
rašomas 13 
ramiausiai 13 
rados 13 
purvų 13 
psichinės 13 
protokolai 13 
proporcinį 13 
progresinių 13 
prognozuojate 13 
profesoriai 13 
profesionalumų 13 
privilegijų 13 
privatizuotas 13 
privatizacija 13 
privatinės 13 
pristatomas 13 
priskaičiuoti 13 
prisimindamas 13 
prisidedame 13 
prireikti 13 
prioritetais 13 
priminėte 13 
primindamas 13 
priminčiau 13 
primeta 13 
priklausančių 13 
priimsiu 13 
prieštaraujate 13 
prieštaraujantį 13 
priekaištų 13 
priedanga 13 
pridedant 13 
pridedama 13 
prezidentų 13 
premijas 13 
prekybai 13 
prasidėjusi 13 
pragarų 13 
pradiniame 13 
poreikiais 13 
populizmu 13 
ponams 13 
pociūno 13 
pliusų 13 
plėtoja 13 
pirmininkaujate 13 
pirmenybė 13 
pirmauja 13 
pirkimopardavimo 13 
pirkimų 13 
piniginius 13 
pilietiškai 13 
pigesni 13 
phare 13 
personalinę 13 
personalijų 13 
perskirstymui 13 
persitvarkymo 13 
persekiojimo 13 
pereisime 13 
pereinama 13 
penktadienio 13 
penkiais 13 
pelningas 13 
pavestos 13 
pavestų 13 
paveldėtojai 13 
pavėlavau 13 
paveikė 13 
pavadintume 13 
patyrusį 13 
patylėti 13 
patvirtintose 13 
patvirtinsite 13 
patrauklumų 13 
patobulintų 13 
patirs 13 
patikrinimai 13 
patikimas 13 
patenkintų 13 
patarimus 13 
patarimų 13 
patarimo 13 
pataisymų 13 
pataiso 13 
pastebime 13 
pastabėlė 13 
paskutinieji 13 
paskubinti 13 
paskirų 13 
paskirto 13 
paskirtasis 13 
pasitraukimų 13 
pasitikėjo 13 
pasiteisina 13 
pasitarus 13 
pasitarėme 13 
pasitaikė 13 
pasistatė 13 
pasislėpti 13 
pasiskirstymo 13 
pasiremti 13 
pasirašymas 13 
pasileisti 13 
pasiekimas 13 
pasibaigia 13 
pasaulinis 13 
pasakymai 13 
parolimpinių 13 
parodykime 13 
parengus 13 
parengtume 13 
paremtos 13 
parems 13 
pareiškėme 13 
pareikštų 13 
pareikštos 13 
parduotuvė 13 
pardavinėjo 13 
pardavėjų 13 
pardavėjas 13 
parašysime 13 
parametrai 13 
papunkčiui 13 
paprasčiausiu 13 
papildomomis 13 
panaudojamas 13 
pamėginsiu 13 
paliečia 13 
palankesnių 13 
palaikus 13 
palaikant 13 
pakruojo 13 
pakliūna 13 
paklaus 13 
paketus 13 
paketu 13 
pakėlimo 13 
pajusti 13 
pajėgumo 13 
pagrindiniais 13 
pageidavimu 13 
paėmimas 13 
paėmimų 13 
padorumų 13 
padidinimui 13 
padėsite 13 
padėkime 13 
padėkų 13 
padaromi 13 
padalinti 13 
pacitavote 13 
pablogės 13 
pabalsuoti 13 
orų 13 
organo 13 
optimistas 13 
oponentams 13 
operatorius 13 
objektyvumų 13 
nutartimi 13 
nutarsime 13 
nusprendus 13 
nusiųsti 13 
nusistatymų 13 
nusipelno 13 
nusikaltimams 13 
nusikalsti 13 
nušalinimo 13 
nurodytiems 13 
nurodymai 13 
nurodydami 13 
nurodėte 13 
nuostolį 13 
nuostatais 13 
nuoseklių 13 
nuorodų 13 
nuomoti 13 
nuolaidų 13 
nuolaidas 13 
nuogųstavimas 13 
numeriais 13 
numatytu 13 
numatytomis 13 
nukentėti 13 
nukelta 13 
nukeliame 13 
nuimti 13 
norminis 13 
nihilizmo 13 
nevyriausybinėmis 13 
nevyko 13 
neveiklumas 13 
netekę 13 
neteisėtu 13 
neteikiu 13 
neteikėte 13 
nesutvarkyti 13 
nesutvarkyta 13 
nesutinkate 13 
nesuteikėte 13 
nesurinko 13 
nesudarytų 13 
nestatutinių 13 
nesprendė 13 
nesirengia 13 
nesilaikote 13 
nesijaučia 13 
nesiims 13 
nereikš 13 
neregistruotų 13 
neregistruotas 13 
nepritarsite 13 
nepritaręs 13 
nepriimtini 13 
neprašo 13 
neprarastų 13 
neprarasti 13 
nepilnamečio 13 
nepateko 13 
nepastebėjote 13 
nepasiturinčioms 13 
nepasakyčiau 13 
nepakeista 13 
nepakankamo 13 
nenustatė 13 
nenukenčia 13 
nenueisime 13 
nelegalios 13 
nekaltinu 13 
nėjo 13 
nejaučia 13 
neįvykdyti 13 
neįvertinus 13 
neišmokėti 13 
neišmano 13 
neįsigilinę 13 
neišgirdote 13 
neįgyvendinti 13 
neįgaliais 13 
negavus 13 
negalvokite 13 
negalimas 13 
negaišinsiu 13 
neeilinių 13 
nedrįsčiau 13 
nedelsti 13 
nedarbingas 13 
nebūkite 13 
neblaiviam 13 
nebesuprantu 13 
nebenoriu 13 
nebeliktų 13 
nebeliks 13 
nebegalės 13 
nebaigiau 13 
neatvyko 13 
neatsisako 13 
neatsakytų 13 
neatleisti 13 
neatitiks 13 
neapmokestinamos 13 
naujųja 13 
naudotojai 13 
naudojamo 13 
naudojamasi 13 
naudingų 13 
naktis 13 
nagrinėtume 13 
nagrinėta 13 
nagrinėjote 13 
nagrinėdama 13 
myliu 13 
mylėti 13 
mykolas 13 
moralu 13 
moraliniu 13 
monopolizuoti 13 
monitoringų 13 
mokytoju 13 
mokestiniai 13 
mokėjimus 13 
moderni 13 
mišrių 13 
misijoje 13 
mirusius 13 
mirę 13 
minute 13 
minėtuose 13 
minėtoms 13 
minėjęs 13 
miela 13 
merams 13 
mųstymų 13 
mųstau 13 
manipuliacijų 13 
manipuliacijos 13 
maistui 13 
lytinę 13 
lygia 13 
lydinčius 13 
ltsr 13 
lsabučiui 13 
lnk 13 
liūdnos 13 
liūdnas 13 
litro 13 
linki 13 
likviduojant 13 
likusieji 13 
ligonį 13 
lentelėje 13 
lengvų 13 
leisdami 13 
leidybai 13 
ledo 13 
lankėmės 13 
langų 13 
laimėjimus 13 
laimėjęs 13 
laikysimės 13 
laikymasis 13 
laikotarpius 13 
kūrybos 13 
kurortinė 13 
kūriniai 13 
kūrėjų 13 
kūnu 13 
kūnų 13 
kultūrinių 13 
kūdikių 13 
krūmus 13 
krovinius 13 
kriterijumi 13 
kris 13 
krepšeliui 13 
kremavimas 13 
kreipkitės 13 
kreditavimo 13 
kosovų 13 
korupcinė 13 
korumpuoti 13 
kopijos 13 
koordinuojanti 13 
kontroliuojamos 13 
kontrolieriau 13 
kontekstas 13 
konstituciniai 13 
konsensusas 13 
konkurentai 13 
konkurencinę 13 
konkretizuoti 13 
konkrečioms 13 
koncesininkas 13 
koncertus 13 
kompiuteriu 13 
komjaunimo 13 
komandoje 13 
kolektyve 13 
kolegijose 13 
kodas 13 
klubai 13 
klostysis 13 
klausyk 13 
klausydamasis 13 
kilnojamųjų 13 
kilę 13 
kiekiui 13 
ketvirtojo 13 
ketvirtadieniais 13 
keturiose 13 
kerštas 13 
keleivius 13 
keitimu 13 
keitimai 13 
kebli 13 
kazokiškėse 13 
kaupimas 13 
katalikai 13 
kasų 13 
kandidatuoja 13 
kampe 13 
kambarius 13 
kaltininkas 13 
kalėdos 13 
kalbėjusi 13 
kalbėjausi 13 
kainodarų 13 
kadastrinius 13 
kadastriniai 13 
jure 13 
jsabatausku 13 
jovalų 13 
jautri 13 
jaunesniems 13 
jaunajai 13 
įvykiui 13 
įvykdymų 13 
įvestume 13 
įvertinimus 13 
įvardytų 13 
įvardijant 13 
įvardijamas 13 
įtikti 13 
įteisinimų 13 
įtariamasis 13 
įtakų 13 
išvengiant 13 
įstojimas 13 
ištirta 13 
įsteigtoms 13 
ištaisytos 13 
iššūkis 13 
išstumti 13 
išsipirkti 13 
išpirks 13 
išnagrinėję 13 
išmintinga 13 
išmestas 13 
išloštų 13 
išleistas 13 
islandijos 13 
išlaikytume 13 
išlaikysime 13 
iškilusius 13 
iškilmingo 13 
įskaitomos 13 
įskaičiuotas 13 
įsivėlė 13 
įsitraukia 13 
įsiterpti 13 
įsiskolinimų 13 
įsiklausyta 13 
įsigiję 13 
išgirdę 13 
išeitinės 13 
išdėstytais 13 
išdėlioti 13 
išbraukime 13 
išbraukiam 13 
išbraukdami 13 
išaugtų 13 
išaugti 13 
išankstiniai 13 
išanalizuotų 13 
įsakymus 13 
įregistravome 13 
įrašom 13 
įpročių 13 
įpareigojimus 13 
investuotojais 13 
investuojant 13 
internetinio 13 
intensyvus 13 
intensyvumų 13 
inspektoriau 13 
inicijuotų 13 
inicijuota 13 
informuojami 13 
importuoti 13 
imperijos 13 
įmanomais 13 
imamasi 13 
ilgesnė 13 
ilgainiui 13 
įlankos 13 
įkūrimų 13 
įkūrė 13 
ikiteisminiam 13 
įkainis 13 
įkainį 13 
įgautų 13 
įdiegta 13 
herbo 13 
helsinkio 13 
gyvenamoji 13 
gydytojui 13 
guls 13 
gulėjo 13 
gsteponavičiui 13 
grybauskaitė 13 
gruzinų 13 
gruzijai 13 
grįšiu 13 
grasinama 13 
globų 13 
girtų 13 
ginkluoto 13 
gimusių 13 
giminaitis 13 
gerinimas 13 
gerėtų 13 
gerbtų 13 
gavimų 13 
gaunantis 13 
garsina 13 
garbūs 13 
gamyklai 13 
gamyboje 13 
galvosime 13 
galimais 13 
gaisrų 13 
gairių 13 
gabaliukais 13 
formuodami 13 
formuluojama 13 
finansininkai 13 
filmo 13 
filmai 13 
europiniai 13 
europarlamentarų 13 
elementarių 13 
elementaraus 13 
ekspertas 13 
ekonominėmis 13 
ėjau 13 
einamas 13 
eilinę 13 
dviprasmiška 13 
dvigubus 13 
dvejopų 13 
duobę 13 
dūmų 13 
drįsiu 13 
drųsų 13 
dovanokit 13 
doktrinos 13 
diskredituoja 13 
disertacijos 13 
direktore 13 
dirbsim 13 
didino 13 
dešimtmečių 13 
dešimtimis 13 
deramasi 13 
dėmesingai 13 
delsti 13 
dėkoja 13 
deklaruodami 13 
deklaracijoje 13 
degalus 13 
deficitui 13 
deficitinis 13 
dedamos 13 
darymas 13 
darydamas 13 
darnios 13 
darbininkas 13 
darbingumų 13 
danų 13 
dalyvausime 13 
dalyvaujantiems 13 
civilinėse 13 
cirkų 13 
cenzų 13 
centralizuotos 13 
centralizuotų 13 
centų 13 
bylinėtis 13 
bvėsaitę 13 
buvusioms 13 
buvusiai 13 
butelius 13 
būsimi 13 
buriavimo 13 
burbulas 13 
blogiausiu 13 
blankų 13 
bendrijose 13 
bendravimas 13 
bėgs 13 
bedarbio 13 
bankrutuojančių 13 
bankais 13 
balsuosim 13 
balčyti 13 
baigusi 13 
baigtų 13 
austrijos 13 
aukštesnių 13 
aukštajam 13 
auginantys 13 
auginant 13 
augančių 13 
atvirumo 13 
atvirų 13 
atstumas 13 
atstovybių 13 
atstovaujančios 13 
atstatymo 13 
atspausdinti 13 
atskiruose 13 
atsiradusios 13 
atsilikę 13 
atsiliepimai 13 
atsakysime 13 
atpiginti 13 
atmetėte 13 
atmetami 13 
atkūrimui 13 
atitekti 13 
atėjote 13 
ateikite 13 
ataskaitoms 13 
asociacijomis 13 
asmenine 13 
artimiausiais 13 
aritmetika 13 
argumentu 13 
arbatos 13 
apvaisinimo 13 
aptarimuose 13 
apskaičiuotas 13 
aprėpti 13 
apmokės 13 
aplinkinių 13 
apimanti 13 
apgintų 13 
apgaudinėjimas 13 
apgaudinėja 13 
apgailestavimų 13 
apgailestaujame 13 
apeliacinis 13 
antrus 13 
antiinfliacinių 13 
ankstesniu 13 
ankščiau 13 
analogiškam 13 
anaiptol 13 
ameškausko 13 
alui 13 
alkoholizmų 13 
alkoholiui 13 
algis 13 
algirdai 13 
algimanto 13 
albanijos 13 
aktyvesnis 13 
aktui 13 
aktualias 13 
aklimavičiaus 13 
akivaizdų 13 
akį 13 
akcinio 13 
akcijoms 13 
akcentavome 13 
aistras 13 
aiškinamės 13 
agresijų 13 
agrarinės 13 
agitavo 13 
afganistanas 13 
absurdų 13 
abonentų 13 
abejojo 13 
ypatingojo 12 
vytautu 12 
vykstantys 12 
vykdantis 12 
vuspaskichui 12 
vputinas 12 
visuotinės 12 
visuomeninei 12 
visados 12 
viršininkus 12 
viršininku 12 
viršenybė 12 
vilkinama 12 
vietovę 12 
vietines 12 
vietinę 12 
viešumoje 12 
vienybė 12 
vienom 12 
vidurinių 12 
vidurinį 12 
vidmantai 12 
vidinius 12 
vertybėms 12 
vertintinas 12 
veltis 12 
vėlavo 12 
veikiau 12 
veikiantys 12 
vbukauskas 12 
vblinkevičiūtei 12 
vartojamų 12 
vardiklį 12 
valstybinėmis 12 
valio 12 
valdomi 12 
vaikučiai 12 
vadamkų 12 
uostuose 12 
uostui 12 
unikalų 12 
ūkiniai 12 
tvirtinimu 12 
tvirčiau 12 
tvarkytojas 12 
turizmas 12 
turimos 12 
turimomis 12 
turėjęs 12 
tuberkulioze 12 
tryliktosios 12 
trumpindamas 12 
trečiųsias 12 
traukiami 12 
tranzitas 12 
tolsta 12 
tobulumui 12 
tobulintinas 12 
tirtų 12 
tiltas 12 
tikslaus 12 
tiekimu 12 
tęsiant 12 
terorizmas 12 
terminalų 12 
tenkino 12 
teisininkų 12 
teiktus 12 
teiktoms 12 
teiksite 12 
teikiančių 12 
teikiamose 12 
teikiamoje 12 
teikėjui 12 
technologinių 12 
technologija 12 
tautinį 12 
taupymas 12 
taupykime 12 
tarybinius 12 
tarybinė 12 
tarnybinis 12 
tapatūs 12 
taisytinų 12 
taisydami 12 
taiso 12 
taikytinos 12 
taikomų 12 
tabakas 12 
švyturėlius 12 
sviestas 12 
šviesa 12 
svertai 12 
švelniau 12 
svarūs 12 
svarstyklių 12 
svarstydama 12 
suvokimu 12 
suvienodintos 12 
sutvarkėme 12 
sutvarkė 12 
sutinkam 12 
sutikime 12 
sutariam 12 
sustoję 12 
sustoja 12 
suspės 12 
suskaičiavau 12 
susitvarko 12 
susitarus 12 
susitarimui 12 
susirinkimų 12 
susirgo 12 
susimųstykime 12 
susilaiko 12 
susiklosčius 12 
susijungti 12 
susiformuos 12 
susiderėti 12 
surinktos 12 
suremontuoti 12 
surastų 12 
surastos 12 
surandame 12 
suprastas 12 
suprasime 12 
sunkumus 12 
šunis 12 
sumanymų 12 
sulaukiau 12 
sukūrus 12 
suklastotų 12 
šūkis 12 
sukilimo 12 
sukėlęs 12 
sujungia 12 
sugalvotas 12 
sugalvota 12 
sugalvoja 12 
sugaišta 12 
sudėtinių 12 
subsidijų 12 
subjektyvumo 12 
subjektyviai 12 
studijuojantys 12 
studijose 12 
stovėtų 12 
stočių 12 
stipraus 12 
stilių 12 
steigtis 12 
steigiamojo 12 
steigėjams 12 
stasys 12 
standartais 12 
stalų 12 
stalčiuje 12 
stabilios 12 
stabdymas 12 
sportininkui 12 
specializuoti 12 
specialiu 12 
solidu 12 
šoko 12 
sodybas 12 
sodinti 12 
socializmų 12 
šnekam 12 
smulkioms 12 
smulkiojo 12 
smūgį 12 
smegenų 12 
sluoksnis 12 
slibinas 12 
slenksčio 12 
skylės 12 
skubių 12 
skirstomiesiems 12 
skauda 12 
skatinamos 12 
skaidrūs 12 
skaidrumu 12 
šiurkščius 12 
šiuolaikinę 12 
siuntinių 12 
siūlomoje 12 
siūlomais 12 
šilumai 12 
silpnos 12 
šildyti 12 
siekiantiems 12 
siejami 12 
siauras 12 
šeštų 12 
šešeri 12 
serbija 12 
septintas 12 
senyvo 12 
seniūnijas 12 
senato 12 
sekundę 12 
sekretoriatų 12 
sėdės 12 
sėdėdamas 12 
schemas 12 
scenarijus 12 
sbucevičius 12 
savivalę 12 
savikritiškai 12 
savarankiškumas 12 
savarankiškų 12 
savanoriškumo 12 
savaitgaliais 12 
savų 12 
saugiu 12 
saugai 12 
šaudyti 12 
sapard 12 
santarvės 12 
sandėris 12 
sųmonę 12 
sųlyčio 12 
šaltiniais 12 
šalmų 12 
šalininkų 12 
sakymas 12 
sabatauskai 12 
rytuose 12 
rūšims 12 
rūksta 12 
rūkančiųjų 12 
rst 12 
romoje 12 
ritualinių 12 
rinktinės 12 
rinksis 12 
rinkiminės 12 
rezultatu 12 
rezervistams 12 
revoliucija 12 
respublikų 12 
rengėme 12 
rekordinis 12 
rekonstrukcija 12 
rekomenduojama 12 
rekomendacijomis 12 
reiškiu 12 
reiškiame 12 
reikmėm 12 
reikalingumas 12 
reikalavimui 12 
reguliuotų 12 
regreso 12 
reglamentuojančio 12 
registruojamos 12 
redakciniai 12 
realizuoja 12 
realizavimų 12 
reaguojant 12 
reabilitacija 12 
raudona 12 
raštiško 12 
raseinių 12 
rankoje 12 
rangų 12 
ramybė 12 
raginama 12 
radote 12 
pykčio 12 
pvaitiekūnas 12 
puslapius 12 
puslapiai 12 
pusėms 12 
puikias 12 
psichologinį 12 
protokolui 12 
proteguoja 12 
prostitucijos 12 
proporcinę 12 
proporcijų 12 
projektavimui 12 
profesinėms 12 
produktyviai 12 
priverstų 12 
priveda 12 
privatizuojama 12 
privatininkui 12 
privalumas 12 
privalumai 12 
privalomus 12 
privalėjome 12 
privačia 12 
pristatote 12 
priskaičiuota 12 
prisijungimas 12 
prisiimkime 12 
prioritetinės 12 
priminimas 12 
prilyginta 12 
prilyginama 12 
priklausomas 12 
priiminėjamas 12 
priimdavo 12 
prieštaraujama 12 
priešininkas 12 
priėmiau 12 
priedėlis 12 
pridėtume 12 
pridera 12 
pretenduojančių 12 
preliminarūs 12 
prekėmis 12 
pratęstume 12 
pratęsiamas 12 
pratęsiam 12 
pratęsėme 12 
prasmingiau 12 
prasidedant 12 
prarasta 12 
prarandama 12 
praplečia 12 
pragyvenimui 12 
pradinį 12 
pradinę 12 
prabėgo 12 
potencialūs 12 
postūmis 12 
portugalijoje 12 
populizmų 12 
populiarus 12 
politizavimo 12 
politikuoja 12 
pokyčiams 12 
plovimų 12 
pirmininkavo 12 
pirkėjų 12 
pirkdami 12 
pilietinis 12 
pilietinį 12 
piktinamės 12 
pigesnis 12 
pienas 12 
peticijas 12 
perversmų 12 
pervedami 12 
pertvarkymas 12 
perskirstoma 12 
perskaitys 12 
persijos 12 
persekiojimų 12 
persekiojamas 12 
perregistruotas 12 
perkėlimu 12 
perkeliami 12 
perkeliamas 12 
perėjus 12 
perėję 12 
pereitume 12 
pereinamųjį 12 
pensinių 12 
penktadienis 12 
penkiasdešimt 12 
pavedėme 12 
pavargote 12 
pavadavimo 12 
patvirtinsim 12 
patobulinome 12 
patikslinkite 12 
patikinimų 12 
patikimai 12 
patenkintos 12 
patenkino 12 
pateisinamos 12 
pateikčiau 12 
patarėjau 12 
pataisys 12 
pataisius 12 
pasyviai 12 
pasukti 12 
pastebima 12 
pastarųjį 12 
pasmerkta 12 
paskutine 12 
paskirtų 12 
paskirstytos 12 
paskirstymu 12 
pasiūlysiu 12 
pasiūlymuose 12 
pasitraukimas 12 
pasitraukia 12 
pasitelkiant 12 
pasitarnautų 12 
pasitaikydavo 12 
pasiskirstymų 12 
pasisakys 12 
pasisakymų 12 
pasirinkus 12 
pasirenkame 12 
pasirašome 12 
pasikeitimų 12 
pasielgs 12 
pasiekusi 12 
pasiekimai 12 
pasidalijo 12 
pašaukti 12 
pasamdyti 12 
parlamentines 12 
parinktas 12 
parinkta 12 
parengėte 12 
pareiškimais 12 
papildytų 12 
papildymais 12 
panašiems 12 
panaikinome 12 
panaikiname 12 
paminklų 12 
pamatę 12 
pamatas 12 
paliudijo 12 
paleidimo 12 
palankūs 12 
palankesnės 12 
palaikiau 12 
paksų 12 
pakomitetį 12 
paklausimo 12 
pakenkė 12 
pakeitimuose 12 
pakaunės 12 
pakartota 12 
pakako 12 
painiojate 12 
paimtos 12 
pagrindinėje 12 
pagirtina 12 
pageidaujate 12 
padorumas 12 
padiktavo 12 
padidintų 12 
padidinama 12 
padengimo 12 
padarytumėte 12 
padarykim 12 
padaromos 12 
pačiuose 12 
pabrangimų 12 
pabaigsiu 12 
paaiškėtų 12 
paagituoti 12 
ozono 12 
organizuotai 12 
organizavimui 12 
organizacines 12 
operatoriai 12 
olimpiniai 12 
oficialių 12 
nustatymui 12 
nustatinėti 12 
nustatančių 12 
nuspręsite 12 
nusivylimo 12 
nusivylę 12 
nusišalinu 12 
nusiraminti 12 
nusileisti 12 
nusileido 12 
nusikaltėlius 12 
nuotrauka 12 
nuoseklios 12 
nuosavu 12 
nuomonėms 12 
nuolatiniam 12 
nulemtas 12 
nugalės 12 
norminiai 12 
normatyvai 12 
normaliu 12 
norėta 12 
niekados 12 
nevyriausybines 12 
nevykdys 12 
neverčia 12 
nevalstybinėse 12 
nevalstybinės 12 
netikslus 12 
netiksli 12 
netekimo 12 
neteisingų 12 
netaikymo 12 
nesuvokiu 12 
nesuteikti 12 
nesutarimai 12 
nesuspėjo 12 
nesusigaudo 12 
nesumokėjo 12 
nesumoka 12 
nesukelia 12 
nesugrius 12 
nesugebėjote 12 
nesudarys 12 
neskirta 12 
nesistebiu 12 
nesiregistruoja 12 
nesilaikymų 12 
nesikreipti 12 
nervų 12 
neringoje 12 
nerimauja 12 
nerimas 12 
neremia 12 
nereikalauti 12 
nerealūs 12 
nepritarsiu 12 
nepriklausau 12 
nepriimtų 12 
neprieštaraujame 12 
nepretenduoju 12 
nepilna 12 
nepatvirtinsime 12 
nepastebėjo 12 
nepasirašyti 12 
nepasibaigus 12 
nepaprastųjų 12 
nepanaudotas 12 
nepanaudota 12 
nepalaikys 12 
nepakeitė 12 
nepadarytų 12 
nepadaro 12 
nepadariau 12 
nenurodo 12 
nenurodant 12 
nenorėtumėte 12 
nemokamus 12 
nemokame 12 
nemėgstu 12 
nematydamas 12 
nelogiškai 12 
nelaimingas 12 
nekeltų 12 
nekaltų 12 
nekalbėjome 12 
neišspręstos 12 
neišmokėtas 12 
neišmokėtų 12 
neišeitų 12 
neįprasta 12 
negautas 12 
negausi 12 
negaliojančiais 12 
negalėjote 12 
negaiškime 12 
neeilinius 12 
nedrįstu 12 
nediskriminavimo 12 
nedingo 12 
nedidinant 12 
nedidelei 12 
nedarbų 12 
nebūdinga 12 
neblaiviems 12 
nebeturime 12 
nebetenka 12 
nebebūtų 12 
nebando 12 
nebaigti 12 
neatsispindi 12 
neatsakys 12 
neatitinkantys 12 
neapmokestinti 12 
neadekvačiai 12 
neabejotina 12 
naujuose 12 
naujovės 12 
naudotojo 12 
naudojuosi 12 
naudingų 12 
naudingai 12 
naikinimų 12 
naikinamos 12 
naikiname 12 
nacių 12 
mūšį 12 
motyvuotus 12 
motyvavo 12 
